"StrongsID","Definition","Exegesis","Language","Pronunciation","Transliteration","Unicode"
"H6712","<item>1) laughter,  laughing stock</item>       ","from <w lemma=""?????"" POS=""tsaw-khak'"" src=""6711"" xlit=""ts�chaq""/>;","heb","tsekh-oke'","""ts?ch�q"" ","""?????"" "
"H6713","<item>1) reddish-gray,  tawny</item>       ","from an unused root meaning to dazzle;","heb","tsakh'-ar","""tsachar"" ","""?????"" "
"H6714","<item>Zohar = ""tawny""</item><item>1) a Judaite,  son of Ashur by wife Helah</item><item>2) father of Ephron the Hittite</item><item>3) one of the sons of Simeon; also 'Zerah'</item>       ","from the same as <w lemma=""?????"" POS=""tsakh'-ar"" src=""6713"" xlit=""tsachar""/>; whiteness;","x-pn","tso'-khar","""Ts�char"" ","""?????"" "
"H6715","<item>1) tawny</item>       ","from the same as <w lemma=""?????"" POS=""tsakh'-ar"" src=""6713"" xlit=""tsachar""/>;","heb","tsaw-khore'","""ts�ch�r"" ","""?????"" "
"H6716","<item>1) ship</item>       ","from <w lemma=""?????"" POS=""tsaw-vaw'"" src=""6680"" xlit=""ts�v�h""/>;","heb","tsee","""ts�y"" ","""???"" "
"H6717","<item>Ziba = ""statue""</item><item>1) a servant of Saul whom David made steward of Jonathan's son Mephibosheth</item>       ","from the same as <w lemma=""??????"" POS=""tso-baw'"" src=""6678"" xlit=""Ts�wb�'""/>; station;","x-pn","tsee-baw'","""Ts�yb�'"" ","""??????"" "
"H6718","<item>1) hunting,  game</item><item>1a) hunting</item><item>1b) game hunted</item><item>2) provision,  food</item><item>2a) provision,  food,  food-supply</item>       ","from a form of <w lemma=""????"" POS=""tsood"" src=""6679"" xlit=""ts�wd""/> and meaning the same;","heb","tsah'-yid","""tsayid"" ","""?????"" "
"H6719","<item>1) hunter</item>       ","from the same as <w lemma=""?????"" POS=""tsah'-yid"" src=""6718"" xlit=""tsayid""/>;","heb","tsah'-yawd","""tsay�d"" ","""??????"" "
"H672","<item>Ephrath or Ephratah = ""ash-heap: place of fruitfulness""</item><item>n pr loc</item><item>1) a place near Bethel where Rachel died and was buried</item><item>2) another name for Bethlehem</item><item>n pr f</item><item>3) wife of Caleb</item>       ","or <w lemma=""?????????"" POS=""ef-raw'-thaw"" xlit=""'Ephr�th�h""/>; from <w lemma=""??????"" POS=""paw-raw'"" src=""6509"" xlit=""p�r�h""/>; fruitfulness;","x-pn","ef-rawth'","""'Ephr�th"" ","""???????"" "
"H6720","<item>1) provision,  food</item>       ","or <w lemma=""?????"" POS=""tsay-daw'"" xlit=""ts�d�h""/>; feminine of <w lemma=""?????"" POS=""tsah'-yid"" src=""6718"" xlit=""tsayid""/>;","heb","tsay-daw'","""ts�yd�h"" ","""??????"" "
"H6721","<item>Sidon = ""hunting""</item><item>1) ancient Phoenician city,  on Mediterranean coast north of Tyre</item>       ","or <w lemma=""??????"" POS=""tsee-done'"" xlit=""Ts�yd�n""/>; from <w lemma=""????"" POS=""tsood"" src=""6679"" xlit=""ts�wd""/> in the sense of catching fish; fishery;","x-pn","tsee-done'","""Ts�yd�wn"" ","""???????"" "
"H6722","<item>Sidonians = see hunting ""hunting""</item><item>1) an inhabitant of Sidon</item>       ","patrial from <w lemma=""???????"" POS=""tsee-done'"" src=""6721"" xlit=""Ts�yd�wn""/>;","x-pn","tsee-do-nee'","""Ts�yd�n�y"" ","""????????"" "
"H6723","<item>1) dryness,  drought,  desert</item>       ","from an unused root meaning to parch;","heb","tsee-yaw'","""ts�y�h"" ","""??????"" "
"H6724","<item>1) dryness,  parched land or ground</item>       ","from the same as <w lemma=""??????"" POS=""tsee-yaw'"" src=""6723"" xlit=""ts�y�h""/>;","heb","tsee-yone'","""ts�y�wn"" ","""??????"" "
"H6725","<item>1) signpost,  monument,  market</item>       ","from the same as <w lemma=""??????"" POS=""tsee-yaw'"" src=""6723"" xlit=""ts�y�h""/> in the sense of conspicuousness (compare <w lemma=""?????"" POS=""naw-tsakh'"" src=""5329"" xlit=""n�tsach""/>);","heb","tsee-yoon'","""ts�y�wn"" ","""???????"" "
"H6726","<item>Zion = ""parched place""</item><item>1) another name for Jerusalem especially in the prophetic books</item>       ","the same (regularly) as <w lemma=""???????"" POS=""tsee-yoon'"" src=""6725"" xlit=""ts�y�wn""/><note type=""x-typo"">lemma ?????? missing dagesh, corrected to <catchWord>???????</catchWord>","x-pn","tsee-yone'","""Ts�y�wn"" ","""???????"" "
"H6727","<item>Ziha = ""parched""</item><item>1) ancestor of a family of temple slaves who returned from exile in Babylon with Zerubbabel</item><item>2) a chief of the temple slaves in Ophel in the time of Nehemiah</item>       ","or <w lemma=""?????"" POS=""tsee-khaw'"" xlit=""Tsich�'""/>; as if feminine of <w lemma=""?????"" POS=""tsee-kheh'"" src=""6704"" xlit=""tsicheh""/>; drought;","x-pn","tsee-khaw'","""Ts�ych�'"" ","""??????"" "
"H6728","<item>1) a wild beast,  desert-dweller,  crier,  yelper</item><item>1a) a specific wild beast but not certainly identified</item>       ","from the same as <w lemma=""??????"" POS=""tsee-yaw'"" src=""6723"" xlit=""ts�y�h""/>;","heb","tsee-ee'","""ts�y�y"" ","""??????"" "
"H6729","<item>1) pillory,  stocks</item>       ","from an unused root meaning to confine;","heb","tsee-noke'","""ts�yn�q"" ","""??????"" "
"H673","<item>Ephrathite = ""ashiness: fruitfulness""</item><item>1) an inhabitant or descendant of Ephraim</item><item>2) an inhabitant of Bethlehem</item>       ","patrial from <w lemma=""???????"" POS=""ef-rawth'"" src=""672"" xlit=""'Ephr�th""/>;","x-pn","ef-rawth-ee'","""'Ephr�th�y"" ","""?????????"" "
"H6730","<item>Zior = ""smallness""</item><item>1) a town in the mountains of Judah belonging to the same group as Hebron</item>       ","from <w lemma=""?????"" POS=""tsaw-ar'"" src=""6819"" xlit=""ts�?ar""/>; small;","x-pn","tsee-ore'","""Ts�y?�r"" ","""??????"" "
"H6731","<item>1) flower,  bloom</item><item>1a) flower,  bloom</item><item>1b) shining thing (of gold plate on high priest's mitre) (metaph.)</item><item>2) feather,  wing</item><item>2a) meaning dubious</item>       ","or <w lemma=""???"" POS=""tseets"" xlit=""tsits""/>; from <w lemma=""????"" POS=""tsoots"" src=""6692"" xlit=""ts�wts""/>;","heb","tseets","""ts�yts"" ","""????"" "
"H6732","<item>Ziz = ""flower""</item><item>1) a pass going from the shores of the Dead Sea to the wilderness of Judah near Tekoa</item>       ","the same as <w lemma=""????"" POS=""tseets"" src=""6731"" xlit=""ts�yts""/>; bloom;","x-pn","tseets","""Ts�yts"" ","""????"" "
"H6733","<item>1) blossom,  flower</item>       ","feminine of <w lemma=""????"" POS=""tseets"" src=""6731"" xlit=""ts�yts""/>;","heb","tsee-tsaw'","""ts�yts�h"" ","""??????"" "
"H6734","<item>1) fringe,  tassel,  lock</item>       ","feminine of <w lemma=""????"" POS=""tseets"" src=""6731"" xlit=""ts�yts""/>;","heb","tsee-tseeth'","""ts�ytsith"" ","""??????"" "
"H6735","<item>1) envoy,  messenger</item><item>2) pivot of door,  hinge</item><item>3) pang,  distress</item>       ","from <w lemma=""????"" POS=""tsoor"" src=""6696"" xlit=""ts�wr""/>;","heb","tseer","""ts�yr"" ","""????"" "
"H6736","<item>1) image,  idol</item>       ","the same as <w lemma=""????"" POS=""tseer"" src=""6735"" xlit=""ts�yr""/>;","heb","tseer","""ts�yr"" ","""????"" "
"H6737","<item>1) (BDB) (Hithpael) to supply oneself with provisions,  take as one's provision</item><item>2) (CLBL) to act as envoy</item>       ","a denominative from <w lemma=""????"" POS=""tseer"" src=""6735"" xlit=""ts�yr""/> in the sense of ambassador;","heb","tsaw-yar'","""ts�yar"" ","""?????"" "
"H6738","<item>1) shadow,  shade</item><item>1a) shadow (on dial)</item><item>1b) shadow,  shade (as protection)</item><item>1c) shadow (symbolic of transitoriness of life)</item>       ","from <w lemma=""?????"" POS=""tsaw-lal'"" src=""6751"" xlit=""ts�lal""/>;","heb","tsale","""ts�l"" ","""???"" "
"H6739","<item>1) (Pael) to pray</item>       ","(Aramaic) probably corresponding to <w lemma=""?????"" POS=""tsaw-lah'"" src=""6760"" xlit=""ts�la?""/> in the sense of bowing;","arc","tsel-aw'","""ts?l�'"" ","""?????"" "
"H674","<item>1) treasury,  treasuries</item><item>2) (CLBL) revenue</item>       ","(Aramaic) of Persian origin;","arc","ap-pe-thome'","""'app?th�m"" ","""????????"" "
"H6740","<item>1) (Qal) to roast</item>       ","a primitive root;","heb","tsaw-law'","""ts�l�h"" ","""?????"" "
"H6741","<item>Zillah = ""shade""</item><item>1) the 2nd wife of Lamech and mother of Tubal-cain,  an instructor of every craftsman in bronze and iron</item>       ","feminine of <w lemma=""???"" POS=""tsale"" src=""6738"" xlit=""ts�l""/>;","x-pn","tsil-law'","""Tsill�h"" ","""??????"" "
"H6742","<item>1) cake,  round loaf,  round,  rolling</item>       ","from <w lemma=""?????"" POS=""tsaw-lal'"" src=""6749"" xlit=""ts�lal""/> in the sense of rolling;","heb","tsel-ool'","""ts?l�wl"" ","""??????"" "
"H6743","<item>1) (Qal) to rush</item><item>2) to advance,  prosper,  make progress,  succeed,  be profitable</item><item>2a) (Qal) to prosper</item><item>2b) (Hiphil)</item><item>2b1) to make prosperous,  bring to successful issue,  cause to prosper</item><item>2b2) to show or experience prosperity,  prosper</item>       ","or <w lemma=""??????"" POS=""tsaw-lay'-akh"" xlit=""ts�l�ach""/>; a primitive root;","heb","tsaw-lakh'","""ts�lach"" ","""?????"" "
"H6744","<item>1) to prosper</item><item>1a) (Aphel)</item><item>1a1) to cause to prosper</item><item>1a2) show prosperity,  be prosperous,  have success,  be successful</item>       ","(Aramaic) corresponding to <w lemma=""?????"" POS=""tsaw-lakh'"" src=""6743"" xlit=""ts�lach""/>;","arc","tsel-akh'","""ts?lach"" ","""?????"" "
"H6745","<item>1) cooking pot,  pot</item>       ","from <w lemma=""?????"" POS=""tsaw-lakh'"" src=""6743"" xlit=""ts�lach""/>;","heb","tsay-law-khaw'","""ts�l�ch�h"" ","""???????"" "
"H6746","<item>1) jar,  bowl</item>       ","from <w lemma=""?????"" POS=""tsaw-lakh'"" src=""6743"" xlit=""ts�lach""/>;","heb","tsel-o-kheeth'","""ts?l�ch�yth"" ","""????????"" "
"H6747","<item>1) dish,  bowl</item>       ","from <w lemma=""?????"" POS=""tsaw-lakh'"" src=""6743"" xlit=""ts�lach""/>;","heb","tsal-lakh'-ath","""tsallachath"" ","""????????"" "
"H6748","<item>n m</item><item>1) roasted,  roast</item><item>adj</item><item>2) (CLBL) roasted</item>       ","passive participle of <w lemma=""?????"" POS=""tsaw-law'"" src=""6740"" xlit=""ts�l�h""/>;","heb","tsaw-lee'","""ts�l�y"" ","""?????"" "
"H6749","<item>1) (Qal) to sink,  be submerged</item>       ","a primitive root;","heb","tsaw-lal'","""ts�lal"" ","""?????"" "
"H675","<item>Ezbon = ""hasting to discern: I will be enlargement""</item><item>1) a son of Gad</item><item>2) grandson of Benjamin</item>       ","or <w lemma=""????????"" POS=""ets-bone'"" xlit=""'Etsb�n""/>; of uncertain derivation;","x-pn","ets-bone'","""'Etsb�wn"" ","""?????????"" "
"H6750","<item>1) to tingle,  quiver</item><item>1a) (Qal)</item><item>1a1) to tingle (of ears)</item><item>1a2) to quiver (of fear)</item>       ","a primitive root (identical with through the idea of vibration);","heb","tsaw-lal'","""ts�lal"" ","""?????"" "
"H6751","<item>1) to be or become or grow dark</item><item>1a) (Qal) to become or grow dark</item><item>1b) (Hiphil) to shadow</item>       ","a primitive root (identical with through the idea of hovering over (compare <w lemma=""?????"" POS=""tseh'-lem"" src=""6754"" xlit=""tselem""/>));","heb","tsaw-lal'","""ts�lal"" ","""?????"" "
"H6752","<item>1) shadow,  shade</item><item>1a) shadow (on dial)</item><item>1b) shadow,  shade (as protection)</item><item>1c) shadow (symbolic of transitoriness of life)</item>       ","from <w lemma=""?????"" POS=""tsaw-lal'"" src=""6751"" xlit=""ts�lal""/>;","heb","tsay'-lel","""ts�lel"" ","""?????"" "
"H6753","<item>Hazelelponi = ""facing the shade""</item><item>1) sister of the sons of Etam in the genealogies of Judah</item>       ","from <w lemma=""?????"" POS=""tsay'-lel"" src=""6752"" xlit=""ts�lel""/> and the active participle of <w lemma=""??????"" POS=""paw-naw'"" src=""6437"" xlit=""p�n�h""/>; shade-facing;","x-pn","tsel-el-po-nee'","""Ts?lelp�wn�y"" ","""?????????????"" "
"H6754","<item>1) image</item><item>1a) images (of tumours,  mice,  heathen gods)</item><item>1b) image,  likeness (of resemblance)</item><item>1c) mere,  empty,  image,  semblance (fig.)</item>       ","from an unused root meaning to shade;","heb","tseh'-lem","""tselem"" ","""?????"" "
"H6755","<item>1) image,  idol</item>       ","(Aramaic) or <w lemma=""????"" POS=""tsel-em'"" xlit=""tslem""/>; (Aramaic), corresponding to <w lemma=""?????"" POS=""tseh'-lem"" src=""6754"" xlit=""tselem""/>;","arc","tseh'-lem","""tselem"" ","""?????"" "
"H6756","<item>Zalmon = ""shady""</item><item>n pr m</item><item>1) an Ahohite,  one of David's mighty warriors</item><item>n pr loc</item><item>2) a wooded hill in Samaria near Shechem</item>       ","from <w lemma=""?????"" POS=""tseh'-lem"" src=""6754"" xlit=""tselem""/>; shady;","x-pn","tsal-mone'","""Tsalm�wn"" ","""????????"" "
"H6757","<item>1) death-shadow,  deep shadow,  deep darkness,  shadow of death</item><item>1a) death-shadow</item><item>1b) death-shadow,  deep shadow,  darkness</item><item>1c) death-shadow (of distress,  extreme danger) (fig)</item><item>1d) death-shadow (of place of the dead) (fig)</item>       ","from <w lemma=""???"" POS=""tsale"" src=""6738"" xlit=""ts�l""/> and <w lemma=""?????"" POS=""maw'-veth"" src=""4194"" xlit=""m�veth""/>;","heb","tsal-maw'-veth","""tsalm�veth"" ","""?????????"" "
"H6758","<item>Zalmonah = ""shady""</item><item>1) a station of Israel during the wilderness wanderings located on the east side of Edom</item>       ","feminine of <w lemma=""?????????"" POS=""tsal-maw'-veth"" src=""6757"" xlit=""tsalm�veth""/>; shadiness;","x-pn","tsal-mo-naw'","""Tsalm�n�h"" ","""?????????"" "
"H6759","<item>Zalmunna = ""deprived of protection""</item><item>1) a Midianite king slain by Gideon</item>       ","from <w lemma=""???"" POS=""tsale"" src=""6738"" xlit=""ts�l""/> and <w lemma=""?????"" POS=""maw-nah'"" src=""4513"" xlit=""m�na?""/>; shade has been denied;","x-pn","tsal-moon-naw'","""Tsalmunn�?"" ","""??????????"" "
"H676","<item>1) finger,  toe</item>       ","from the same as <w lemma=""?????"" POS=""tseh'-bah"" src=""6648"" xlit=""tseba?""/> (in the sense of grasping);","heb","ets-bah'","""'etsba?"" ","""????????"" "
"H6760","<item>1) to limp,  be lame</item><item>1a) (Qal)</item><item>1a1) to limp</item><item>1a2) to be lame</item>       ","a primitive root; probably to curve; used only as denominative from <w lemma=""?????"" POS=""tsay-law'"" src=""6763"" xlit=""ts�l�?""/>,","heb","tsaw-lah'","""ts�la?"" ","""?????"" "
"H6761","<item>1) limping,  stumbling</item>       ","from <w lemma=""?????"" POS=""tsaw-lah'"" src=""6760"" xlit=""ts�la?""/>;","heb","tseh'-lah","""tsela?"" ","""?????"" "
"H6762","<item>Zelah = ""a rib""</item><item>1) a city in Benjamin containing the family burial place of Saul</item>       ","the same as <w lemma=""?????"" POS=""tseh'-lah"" src=""6761"" xlit=""tsela?""/>;","x-pn","tseh'-lah","""Tsela?"" ","""?????"" "
"H6763","<item>1) side,  rib,  beam</item><item>1a) rib (of man)</item><item>1b) rib (of hill,  ridge,  etc)</item><item>1c) side-chambers or cells (of temple structure)</item><item>1d) rib,  plank,  board (of cedar or fir)</item><item>1e) leaves (of door)</item><item>1f) side (of ark)</item>       ","or (feminine) <w lemma=""???????"" POS=""tsal-aw'"" xlit=""tsal?�h""/>; from <w lemma=""?????"" POS=""tsaw-lah'"" src=""6760"" xlit=""ts�la?""/>;","heb","tsay-law'","""ts�l�?"" ","""?????"" "
"H6764","<item>Zalaph = ""wound""</item><item>1) father of Hanun who assisted in rebuilding the city wall of Jerusalem after the return from exile</item>       ","from an unused root of unknown meaning;","x-pn","tsaw-lawf'","""Ts�l�ph"" ","""?????"" "
"H6765","<item>Zelophehad = ""first-born""</item><item>1) a Manassite,  son of Hepher and grandson of Gilead; came out of Egypt with Moses and died in the wilderness leaving only five daughters as heirs; their right to the inheritance was confirmed by divine direction</item>       ","from the same as <w lemma=""?????"" POS=""tsaw-lawf'"" src=""6764"" xlit=""Ts�l�ph""/> and <w lemma=""?????"" POS=""ekh-awd'"" src=""259"" xlit=""'ech�d""/>;","x-pn","tsel-of-chawd'","""Ts?lophch�d"" ","""?????????"" "
"H6766","<item>Zelzah = ""shadow""</item><item>1) a place on the boundary of Benjamin,  close to Rachel's tomb, 5 miles (8 km) southwest of Jerusalem</item>       ","from <w lemma=""???"" POS=""tsale"" src=""6738"" xlit=""ts�l""/> and <w lemma=""???"" POS=""tsakh"" src=""6703"" xlit=""tsach""/>; clear shade;","x-pn","tsel-tsakh'","""Tseltsach"" ","""???????"" "
"H6767","<item>1) whirring,  buzzing</item><item>2) spear</item><item>3) whirring locust</item>       ","from <w lemma=""?????"" POS=""tsaw-lal'"" src=""6750"" xlit=""ts�lal""/> reduplicated;","heb","tsel-aw-tsal'","""ts?l�tsal"" ","""???????"" "
"H6768","<item>Zelek = ""fissure""</item><item>1) an Ammonite and a warrior for David</item>       ","from an unused root meaning to split; fissure;","x-pn","tseh'-lek","""Tseleq"" ","""?????"" "
"H6769","<item>Zilthai = ""dark""</item><item>1) a Benjamite of the sons of Shimhi</item><item>2) a Manassite and commander of thousands who came to David at Ziklag</item>       ","from the feminine of <w lemma=""???"" POS=""tsale"" src=""6738"" xlit=""ts�l""/>; shady;","x-pn","tsil-leth-ah'-ee","""Tsill?thay"" ","""????????"" "
"H677","<item>1) finger,  toe</item>       ","(Aramaic) corresponding to <w lemma=""????????"" POS=""ets-bah'"" src=""676"" xlit=""'etsba?""/>","arc","ets-bah'","""'etsba?"" ","""????????"" "
"H6770","<item>1) (Qal) to be thirsty</item>       ","a primitive root;","heb","tsaw-may'","""ts�m�'"" ","""?????"" "
"H6771","<item>1) thirsty</item>       ","from <w lemma=""?????"" POS=""tsaw-may'"" src=""6770"" xlit=""ts�m�'""/>;","heb","tsaw-may'","""ts�m�'"" ","""?????"" "
"H6772","<item>1) thirst</item>       ","from <w lemma=""?????"" POS=""tsaw-may'"" src=""6770"" xlit=""ts�m�'""/>;","heb","tsaw-maw'","""ts�m�'"" ","""?????"" "
"H6773","<item>1) parched condition,  thirst,  dehydration</item>       ","feminine of <w lemma=""?????"" POS=""tsaw-maw'"" src=""6772"" xlit=""ts�m�'""/>;","heb","tsim-aw'","""tsim'�h"" ","""???????"" "
"H6774","<item>1) thirsty ground</item>       ","from <w lemma=""?????"" POS=""tsaw-may'"" src=""6771"" xlit=""ts�m�'""/>;","heb","tsim-maw-one'","""tsimm�'�wn"" ","""?????????"" "
"H6775","<item>1) to bind,  join,  fasten</item><item>1a) (Niphal) to join,  join or attach oneself to</item><item>1b) (Pual) to be fastened,  be bound</item><item>1c)(Hiphil) to combine, fit together,  hitch up</item>       ","a primitive root;","heb","tsaw-mad'","""ts�mad"" ","""?????"" "
"H6776","<item>1) couple,  pair,  team,  yoke</item><item>1a) couple,  pair,  span (usually of animals)</item><item>1b) acre</item><item>1b1) the amount of land a span of oxen could plow in one day</item>       ","a yoke or team (i.e. pair);","heb","tseh'-med","""tsemed"" ","""?????"" "
"H6777","<item>1) veil,  woman's veil</item>       ","from an unused root meaning to fasten on;","heb","tsam-maw'","""tsamm�h"" ","""??????"" "
"H6778","<item>1) bunch of raisins,  raisin-bunch</item>       ","from <w lemma=""?????"" POS=""tsaw-mak'"" src=""6784"" xlit=""ts�maq""/>;","heb","tsam-mook'","""tsamm�wq"" ","""???????"" "
"H6779","<item>1) to sprout,  spring up,  grow up</item><item>1a)(Qal)</item><item>1a1) to sprout,  spring up</item><item>1a1a) of plants</item><item>1a1b) of hair</item><item>1a1c) of speech (fig.)</item><item>1b) (Piel) to grow abundantly or thickly</item><item>1c) (Hiphil)</item><item>1c1) to cause to grow</item><item>1c2) to cause to sprout</item>       ","a primitive root;","heb","tsaw-makh'","""ts�mach"" ","""?????"" "
"H678","<item>1) side,  corner,  chief</item><item>2) (CLBL) nobles (fig.)</item>       ","from <w lemma=""?????"" POS=""aw-tsal'"" src=""680"" xlit=""'�tsal""/> (in its secondary sense of separation);","heb","aw-tseel'","""'�ts�yl"" ","""??????"" "
"H6780","<item>1) sprout,  growth,  branch</item><item>1a) sprouting,  growth,  sprout</item><item>1b) growth (of process)</item><item>1c) sprout,  shoot (of Messiah from Davidic tree)</item>       ","from <w lemma=""?????"" POS=""tsaw-makh'"" src=""6779"" xlit=""ts�mach""/>;","heb","tseh'-makh","""tsemach"" ","""?????"" "
"H6781","<item>1) bracelet</item><item>2) cover (of vessel)</item>       ","or <w lemma=""?????"" POS=""tsaw-meed'"" xlit=""ts�mid""/>; from <w lemma=""?????"" POS=""tsaw-mad'"" src=""6775"" xlit=""ts�mad""/>;","heb","tsaw-meed'","""ts�m�yd"" ","""??????"" "
"H6782","<item>1) snare,  trap,  noose</item><item>1a) meaning doubtful</item>       ","from the same as <w lemma=""??????"" POS=""tsam-maw'"" src=""6777"" xlit=""tsamm�h""/>;","heb","tsam-meem'","""tsamm�ym"" ","""???????"" "
"H6783","<item>1) completion,  finality,  in perpetuity</item>       ","or <w lemma=""???????"" POS=""tsem-ee-thooth'"" xlit=""ts?mithuth""/>; from <w lemma=""?????"" POS=""tsaw-math'"" src=""6789"" xlit=""ts�math""/>;","heb","tsem-ee-thooth'","""ts?m�ythuth"" ","""????????"" "
"H6784","<item>1) to dry,  dry up,  shrivel</item><item>1a) (Qal) to shrivel (of women's breasts)</item>       ","a primitive root;","heb","tsaw-mak'","""ts�maq"" ","""?????"" "
"H6785","<item>1) wool</item><item>1a) wool</item><item>1b) whiteness (metaph.)</item><item>1c) wool (in garments)</item>       ","from an unused root probably meaning to be shaggy;","heb","tseh'-mer","""tsemer"" ","""?????"" "
"H6786","<item>Zemarite = see Zemaraim ""double woolens""</item><item>1) one of the Hamite tribes descended from Canaan and inhabitants of an unknown Canaanite city</item>       ","patrial from an unused name of a place in Palestine;","x-pn","tsem-aw-ree'","""Ts?m�r�y"" ","""???????"" "
"H6787","<item>Zemaraim = ""double fleece of wool""</item><item>1) a city in northern Benjamin near Bethel</item><item>2) a hill in Ephraim</item>       ","dual of <w lemma=""?????"" POS=""tseh'-mer"" src=""6785"" xlit=""tsemer""/>; double fleece;","x-pn","tsem-aw-rah'-yim","""Ts?m�rayim"" ","""?????????"" "
"H6788","<item>1) treetop</item>       ","from the same as <w lemma=""?????"" POS=""tseh'-mer"" src=""6785"" xlit=""tsemer""/>;","heb","tsam-meh'-reth","""tsammereth"" ","""????????"" "
"H6789","<item>1) to put an end to,  cut off,  destroy,  exterminate,  extirpate</item><item>1a) (Qal) to put an end to,  terminate</item><item>1b) (Niphal) to be ended,  be annihilated,  be exterminated</item><item>1c) (Piel) to put an end to</item><item>1d) (Pilel) to be exterminated,  be annihilated</item><item>1e) (Hiphil) to exterminate,  annihilate</item>       ","a primitive root;","heb","tsaw-math'","""ts�math"" ","""?????"" "
"H679","<item>1) joining,  joint (such as elbow etc)</item>       ","from <w lemma=""?????"" POS=""aw-tsal'"" src=""680"" xlit=""'�tsal""/> (in its primary sense of uniting);","heb","ats-tseel'","""'atsts�yl"" ","""???????"" "
"H6790","<item>Zin = ""flat""</item><item>1) name given to a portion of the desert tract between the Dead Sea and Arabah on the east in which Kadesh-barnea was located</item>       ","from an unused root meaning to prick; a crag;","x-pn","tseen","""Tsin"" ","""???"" "
"H6791","<item>1) thorn,  barb</item><item>1a) meaning dubious</item>       ","from an unused root meaning to be prickly;","heb","tsane","""ts�n"" ","""???"" "
"H6792","<item>1) flock,  sheep</item>       ","or <w lemma=""?????"" POS=""tso-neh'"" xlit=""ts�neh""/>; for <w lemma=""????"" POS=""tsone"" src=""6629"" xlit=""ts�'n""/>;","heb","tso-nay'","""ts�n�'"" ","""?????"" "
"H6793","<item>1) something piercing,  hook,  barb</item><item>1a) meaning dubious</item><item>2) coolness,  cold (of snow)</item><item>3) shield, large shield,  buckler</item><item>3a) shield</item>       ","feminine of <w lemma=""???"" POS=""tsane"" src=""6791"" xlit=""ts�n""/>;","heb","tsin-naw'","""tsinn�h"" ","""??????"" "
"H6794","<item>1) pipe,  spout,  conduit,  water conduit</item>       ","from an unused root perhaps meaning to be hollow;","heb","tsin-noor'","""tsinn�wr"" ","""???????"" "
"H6795","<item>1) (Qal) to go down,  descend</item>       ","a primitive root;","heb","tsaw-nakh'","""ts�nach"" ","""?????"" "
"H6796","<item>1) thorn,  prick</item>       ","or <w lemma=""?????"" POS=""tsaw-neen'"" xlit=""ts�nin""/>; from the same as <w lemma=""???"" POS=""tsane"" src=""6791"" xlit=""ts�n""/>;","heb","tsaw-neen'","""ts�n�yn"" ","""??????"" "
"H6797","<item>1) turban,  headdress</item>       ","or <w lemma=""??????"" POS=""tsaw-nofe'"" xlit=""ts�n�wph""/>; or (feminine) <w lemma=""????????"" POS=""tsaw-nee-faw'"" xlit=""ts�n�yph�h""/>; from <w lemma=""?????"" POS=""tsaw-naf'"" src=""6801"" xlit=""ts�naph""/>;","heb","tsaw-neef'","""ts�n�yph"" ","""??????"" "
"H6798","<item>1) (Qal) to dry up,  harden,  wither</item>       ","a primitive root;","heb","tsaw-nam'","""ts�nam"" ","""?????"" "
"H6799","<item>Zenan = ""pointed""</item><item>1) a town in the low country of Judah</item>       ","probably for <w lemma=""???????"" POS=""tsah-an-awn'"" src=""6630"" xlit=""Tsa'an�n""/>;","x-pn","tsen-awn'","""Ts?n�n"" ","""?????"" "
"H68","<item>1) stone (large or small)</item><item>1a) common stone (in natural state)</item><item>1b) stone,  as material</item><item>1b1) of tablets</item><item>1b2) marble,  hewn stones</item><item>1c) precious stones,  stones of fire</item><item>1d) stones containing metal (ore),  tool for work or weapon</item><item>1e) weight</item><item>1f) plummet (stones of destruction) also made of metal</item><item>1g) stonelike objects,  eg hailstones,  stony heart,  ice</item><item>1h) sacred object,  as memorial Samuel set up to mark where God helped Israel to defeat the Philistines</item><item>1i) (simile)</item><item>1i1) sinking in water,  motionlessness</item><item>1i2) strength,  firmness,  solidity</item><item>1i3) commonness</item><item>1j) (metaph)</item><item>1j1) petrified with terror</item><item>1j2) perverse,  hard heart</item>       ","from the root of <w lemma=""??????"" POS=""baw-naw'"" src=""1129"" xlit=""b�n�h""/> through the meaning to build;","heb","eh'-ben","""'eben"" ","""?????"" "
"H680","<item>1) to lay aside,  reserve,  withdraw,  withhold</item><item>1a) (Qal) to reserve,  set apart,  withhold</item><item>1b) (Niphal) to be withdrawn</item><item>1c) (Hiphil) to withdraw</item>       ","a primitive root; properly, to join; used only as a denominative from <w lemma=""?????"" POS=""ay'-tsel"" src=""681"" xlit=""'�tsel""/>;","heb","aw-tsal'","""'�tsal"" ","""?????"" "
"H6800","<item>1) to be humble,  be modest,  be lowly</item><item>1a) (Qal) to show humility</item><item>2) (Hiphil) modest</item>       ","a primitive root;","heb","tsaw-nah'","""ts�na?"" ","""?????"" "
"H6801","<item>1) (Qal) to wrap,  wrap or wind up together,  wind around</item>       ","a primitive root;","heb","tsaw-naf'","""ts�naph"" ","""?????"" "
"H6802","<item>1) winding,  thing wrapped,  ball</item>       ","from <w lemma=""?????"" POS=""tsaw-naf'"" src=""6801"" xlit=""ts�naph""/>;","heb","tsen-ay-faw'","""ts?n�ph�h"" ","""???????"" "
